2026-04-18 21:06:10 | common | default_trace_id | INFO | Registered connector pool type: default
2026-04-18 21:06:12 | common | default_trace_id | INFO | Registered connector pool type: httpx
2026-04-18 21:06:13 | common | default_trace_id | INFO | Registered query expression support for milvus
2026-04-18 21:06:13 | common | default_trace_id | INFO | Registered query expression support for chroma
2026-04-18 21:06:13 | common | default_trace_id | INFO | Registered parser ExcelParser for .xlsx
2026-04-18 21:06:13 | common | default_trace_id | INFO | Registered parser ExcelParser for .csv
2026-04-18 21:06:13 | common | default_trace_id | INFO | Registered parser ExcelParser for .tsv
2026-04-18 21:06:13 | common | default_trace_id | INFO | Registered parser JSONParser for .json
2026-04-18 21:06:13 | common | default_trace_id | INFO | Registered parser PDFParser for .pdf
2026-04-18 21:06:13 | common | default_trace_id | INFO | Registered parser TxtMdParser for .txt
2026-04-18 21:06:13 | common | default_trace_id | INFO | Registered parser TxtMdParser for .md
2026-04-18 21:06:13 | common | default_trace_id | INFO | Registered parser TxtMdParser for .markdown
2026-04-18 21:06:14 | common | default_trace_id | INFO | Registered parser WordParser for .docx
2026-04-18 21:06:14 | common | default_trace_id | INFO | Registered parser ImageParser for .png
2026-04-18 21:06:14 | common | default_trace_id | INFO | Registered parser ImageParser for .jpg
2026-04-18 21:06:14 | common | default_trace_id | INFO | Registered parser ImageParser for .jpeg
2026-04-18 21:06:14 | common | default_trace_id | INFO | Registered parser ImageParser for .webp
2026-04-18 21:06:14 | common | default_trace_id | INFO | Registered parser ImageParser for .gif
2026-04-18 21:06:14 | common | default_trace_id | INFO | Registered parser ImageParser for .jfif
2026-04-18 21:20:04 | common | default_trace_id | INFO | Registered connector pool type: default
2026-04-18 21:20:05 | common | default_trace_id | INFO | Registered connector pool type: httpx
2026-04-18 21:20:06 | common | default_trace_id | INFO | Registered query expression support for milvus
2026-04-18 21:20:06 | common | default_trace_id | INFO | Registered query expression support for chroma
2026-04-18 21:20:08 | common | default_trace_id | INFO | Registered parser ExcelParser for .xlsx
2026-04-18 21:20:08 | common | default_trace_id | INFO | Registered parser ExcelParser for .csv
2026-04-18 21:20:08 | common | default_trace_id | INFO | Registered parser ExcelParser for .tsv
2026-04-18 21:20:08 | common | default_trace_id | INFO | Registered parser JSONParser for .json
2026-04-18 21:20:08 | common | default_trace_id | INFO | Registered parser PDFParser for .pdf
2026-04-18 21:20:08 | common | default_trace_id | INFO | Registered parser TxtMdParser for .txt
2026-04-18 21:20:08 | common | default_trace_id | INFO | Registered parser TxtMdParser for .md
2026-04-18 21:20:08 | common | default_trace_id | INFO | Registered parser TxtMdParser for .markdown
2026-04-18 21:20:08 | common | default_trace_id | INFO | Registered parser WordParser for .docx
2026-04-18 21:20:08 | common | default_trace_id | INFO | Registered parser ImageParser for .png
2026-04-18 21:20:08 | common | default_trace_id | INFO | Registered parser ImageParser for .jpg
2026-04-18 21:20:08 | common | default_trace_id | INFO | Registered parser ImageParser for .jpeg
2026-04-18 21:20:08 | common | default_trace_id | INFO | Registered parser ImageParser for .webp
2026-04-18 21:20:08 | common | default_trace_id | INFO | Registered parser ImageParser for .gif
2026-04-18 21:20:08 | common | default_trace_id | INFO | Registered parser ImageParser for .jfif
2026-04-18 21:20:33 | common | default_trace_id | WARNING | Embedding request failed (attempt 1/3): 404 Client Error: Not Found for url: https://coding.dashscope.aliyuncs.com/v1
2026-04-18 21:20:36 | common | default_trace_id | WARNING | Embedding request failed (attempt 2/3): 404 Client Error: Not Found for url: https://coding.dashscope.aliyuncs.com/v1
2026-04-18 21:20:39 | common | default_trace_id | WARNING | Embedding request failed (attempt 1/3): 404 Client Error: Not Found for url: https://coding.dashscope.aliyuncs.com/v1
2026-04-18 21:20:41 | common | default_trace_id | WARNING | Embedding request failed (attempt 2/3): 404 Client Error: Not Found for url: https://coding.dashscope.aliyuncs.com/v1
2026-04-18 21:20:44 | common | default_trace_id | WARNING | Embedding request failed (attempt 1/3): 404 Client Error: Not Found for url: https://coding.dashscope.aliyuncs.com/v1
2026-04-18 21:20:45 | common | default_trace_id | WARNING | Embedding request failed (attempt 2/3): 404 Client Error: Not Found for url: https://coding.dashscope.aliyuncs.com/v1
